"dataset_ID","meantimes","coniferous_woodland_sum","deciduous_woodland_sum","wet_woodland_sum","pasture_sum","wet_meadow_sum","arable_sum","heath_sum"
"4468",2333.186,0.56012,0.33029,0.05479,0.00761,0.02588,0,0.01065
"4468",2500.932,0.59233,0.32374,0.03597,0.00719,0.02398,0.0024,0.00719
"4468",2671.929,0.60499,0.31185,0.04782,0.00416,0.01247,0.00208,0.01247
"4468",2856.382,0.66277,0.25341,0.04094,0.0039,0.01754,0.00195,0.0117
"4468",3065.399,0.60335,0.31285,0.03073,0.00279,0.02793,0.00279,0.01955
"4468",3312.756,0.56874,0.34087,0.05085,0.00565,0.01507,0.00188,0.01318
"4468",3557.118,0.5492,0.373,0.04805,0,0.01144,0,0.01373
"4468",3765.665,0.57868,0.33503,0.04061,0.00761,0.01777,0.00254,0.00761
"4468",3951.685,0.5619,0.33524,0.06095,0.00571,0.01333,0,0.01714
"4468",4142.897,0.59281,0.32735,0.04192,0.00399,0.01198,0,0.01597
"4468",4344.44,0.62578,0.27859,0.05405,0.00416,0.01871,0.00832,0.00832
"4468",4614.485,0.61832,0.2958,0.03244,0.00573,0.00763,0.00191,0.02481
"4468",4938.918,0.59917,0.32025,0.04339,0.00207,0.0062,0.00207,0.01446
"4468",5240.271,0.59381,0.3133,0.051,0.00911,0.02004,0.00182,0.00729
"4468",5525.675,0.65761,0.26993,0.04167,0.00181,0.01449,0,0.00362
"4468",5811.126,0.57368,0.33684,0.05439,0.00175,0.01228,0.00351,0.00877
"4468",6113.754,0.63176,0.30017,0.0349,0.01047,0.00698,0.00175,0.00698
"4468",6471.418,0.62996,0.31865,0.0279,0,0.00881,0.00147,0.00441
"4468",6823.234,0.65821,0.28934,0.02876,0.00169,0.00338,0,0.00846
"4468",7122.725,0.63208,0.31132,0.03145,0.00314,0.01101,0,0.00157
"4468",7415.942,0.80459,0.1583,0.01528,0.00109,0.00764,0.00328,0
"4468",7711.101,0.43196,0.49938,0.01998,0.00749,0.01124,0.00125,0.00375
"4468",8051.23,0.45522,0.47015,0.0194,0.01642,0.00896,0.00597,0.00149
"4468",8415.597,0.24474,0.6348,0.02294,0.01912,0.00765,0,0.00191
"4468",8710.593,0.1114,0.8044,0.00907,0.01425,0.01036,0,0.00389
"4468",8988.433,0.14387,0.76415,0.01179,0.00236,0.01415,0.00236,0.00236
"4468",9263.047,0.13253,0.77108,0.00602,0.01205,0.01807,0.00904,0
"4468",9571.889,0.06957,0.86957,0.0029,0.02319,0.01159,0.0058,0.01159
"4468",9985.616,0.05316,0.69767,0.01329,0.01993,0.03987,0.01993,0.12625
"4468",10310.829,0.05128,0.55769,0.00641,0.01923,0.04487,0.02564,0.28846
"4468",10564.551,0.16667,0.38889,0,0.05556,0.05556,0,0.27778
"4472",0.25,0.56217,0.2833,0.06661,0.02131,0.04885,0.00355,0.00977
"4472",127.823,0.57909,0.30065,0.06105,0.00833,0.04163,0.00278,0.00278
"4472",224.183,0.31322,0.53327,0.05146,0.02041,0.04791,0.0071,0.02218
"4472",310.619,0.34934,0.54614,0.07156,0.00942,0.00471,0.00094,0.00565
"4472",392.939,0.359,0.54283,0.07411,0.00481,0.00577,0.00192,0.00674
"4472",472.987,0.05756,0.69478,0.22222,0.01071,0.00669,0,0.00268
"4472",550.4,0.4455,0.44834,0.08626,0.00474,0.00379,0.00284,0.00664
"4472",625.995,0.42735,0.3641,0.06923,0.02821,0.00769,0.03077,0.07094
"4472",700.943,0.37017,0.50225,0.05301,0.02426,0.01527,0.00539,0.02336
"4472",775.464,0.35814,0.54291,0.05079,0.02277,0.01226,0.0035,0.00701
"4472",851.655,0.33909,0.51364,0.11636,0.01727,0.00364,0.00273,0.00364
"4472",929.571,0.32007,0.54857,0.09343,0.01758,0.01388,0.00093,0.00093
"4472",1008.516,0.32045,0.55985,0.09425,0.01508,0.00377,0,0.00471
"4472",1088.001,0.34441,0.50323,0.09695,0.01108,0.00277,0.00646,0.03232
"4472",1171.663,0.55261,0.32754,0.09698,0.00549,0.00274,0.00274,0.01098
"4472",1260.426,0.55525,0.31324,0.09772,0.00731,0.00183,0.00183,0.01826
"4472",1361.918,0.67667,0.25363,0.05615,0.00097,0.00097,0.00194,0.00774
"4472",1535.833,0.57331,0.32425,0.08647,0.00282,0.00094,0.00564,0.00282
"4472",1777.547,0.53378,0.3832,0.07095,0.00386,0.00097,0.00241,0.00386
"4472",2036.744,0.51906,0.42424,0.04203,0.00978,0,0.00293,0.00196
"4472",2285.51,0.44434,0.43262,0.10742,0.00684,0.00195,0.00195,0.00391
"4472",2527.605,0.42884,0.47343,0.07306,0.01139,0.0038,0.00095,0.0038
"4472",2773.668,0.47777,0.44749,0.05014,0.00851,0.00851,0.00189,0.00284
"4472",3039.719,0.35929,0.55066,0.05159,0.01595,0.01407,0.00094,0.00281
"4472",3333.173,0.30455,0.59981,0.04643,0.02786,0.013,0.00279,0.00186
"4472",3631.314,0.32342,0.58922,0.04275,0.02881,0.00836,0,0.00186
"4472",3898.888,0.36221,0.54194,0.05253,0.0212,0.01659,0,0.00184
"4472",4141.28,0.28069,0.63749,0.04948,0.02093,0.00476,0.00095,0
"4472",4375.837,0.25122,0.70302,0.02434,0.00779,0.00682,0,0.00097
"4472",4606.389,0.28432,0.63875,0.05258,0.00389,0.01168,0.00389,0.00097
"4472",4839.775,0.30472,0.6,0.06226,0.01698,0.01226,0.00094,0.00189
"4472",5079.097,0.27697,0.60253,0.10496,0.01069,0,0,0.00194
"4472",5340.392,0.35023,0.47692,0.13032,0.01176,0.00633,0.00362,0.00362
"4472",5627.117,0.39695,0.4771,0.0792,0.00859,0.02767,0.00095,0.00095
"4472",5852.641,0.33842,0.54051,0.08675,0.00858,0.01144,0.00191,0.00572
"4472",6025.11,0.32827,0.52562,0.1148,0.00949,0.00854,0.00285,0.00285
"4472",6185.027,0.44705,0.43299,0.06654,0.00656,0.03655,0.00094,0.00375
"4472",6339.495,0.38141,0.4908,0.09197,0.0029,0.01549,0.0029,0.00097
"4472",6490.88,0.3911,0.45134,0.10658,0.00278,0.02688,0.00278,0.00834
"4472",6640.75,0.37981,0.50192,0.08365,0.00962,0.00865,0,0.00288
"4472",6793.973,0.421,0.4499,0.10212,0.00578,0.00674,0.00096,0.00096
"4472",6955.545,0.38566,0.49128,0.08818,0.0126,0.01066,0.00097,0.00291
"4472",7134.974,0.46601,0.37438,0.13399,0.00394,0.01576,0.00099,0.00296
"4472",7310.35,0.32199,0.49586,0.11592,0.00552,0.023,0.01104,0.00092
"4472",7424.579,0.39469,0.43307,0.1437,0.00787,0.01378,0.00197,0
"4472",7498.754,0.31681,0.50437,0.15355,0.0068,0.01069,0.00097,0.00194
"4472",7568.359,0.42023,0.43482,0.12743,0.00389,0.00389,0.00097,0.00195
"4472",7636.653,0.35638,0.48685,0.12171,0.00389,0.0185,0.00195,0.00097
"4472",7705.277,0.36583,0.48083,0.13363,0.00329,0.00986,0,0.0011
"4472",7775.555,0.38306,0.49759,0.10298,0.00577,0.00192,0,0.00192
"4472",7853.315,0.43597,0.42373,0.11959,0.00282,0.0113,0.00094,0.00094
"4472",7947.612,0.44911,0.29681,0.23854,0.00389,0.00389,0.00155,0.00155
"4472",8051.814,0.31846,0.36462,0.29923,0.00615,0.00923,0.00077,0.00077
"4472",8141.19,0.375,0.51488,0.10119,0.00397,0.00198,0.00099,0.00099
"4472",8218.304,0.33366,0.56262,0.08611,0.00881,0.00391,0,0.00294
"4472",8289.569,0.34004,0.41682,0.23218,0.00457,0.00091,0.00091,0.00183
"4472",8356.552,0.48449,0.37682,0.125,0.00365,0.00274,0.00091,0
"4472",8421.18,0.43433,0.43996,0.11632,0.00281,0.00281,0,0.00188
"4472",8484.326,0.32311,0.49377,0.16683,0.00384,0.00671,0.00192,0.00384
"4472",8546.331,0.34016,0.49805,0.14522,0.00097,0.0039,0.00195,0.00877
"4472",8606.069,0.38086,0.43996,0.14916,0.01032,0.00938,0,0.00563
"4472",8667.611,0.41257,0.39784,0.15914,0.00786,0.00688,0.00196,0.01277
"4472",8727.845,0.37081,0.42604,0.17357,0.00493,0.01085,0.00099,0.00888
"4472",8850.067,0.55771,0.32784,0.0902,0.00582,0.00873,0.00097,0.00679
"4472",8976.361,0.39689,0.50584,0.06809,0.00389,0.00973,0.00389,0.00778
"4472",9104.946,0.45198,0.38418,0.11299,0.01883,0.01695,0.00188,0.00942
"4472",9241.365,0.54297,0.41016,0.01562,0.00586,0.01367,0,0.00977
"4472",9407.111,0.39763,0.44501,0.03046,0.02876,0.07783,0.00169,0.01692
"4472",9592.437,0.28678,0.61453,0.0149,0.01862,0.03911,0.00186,0.00931
"4472",9697.403,0.40951,0.5064,0.00548,0.02377,0.03839,0.00548,0.01097
"4472",9823.849,0.5292,0.39964,0.00365,0.01095,0.04562,0,0.01095
"4472",9901.406,0.49047,0.37782,0.00347,0.0312,0.07972,0.0052,0.00867
"4472",10008.237,0.45487,0.43682,0.00542,0.02347,0.06679,0.00181,0.01083
"4472",10141.335,0.36741,0.41693,0.08786,0.03834,0.0639,0.00799,0.0016
"4472",10274.641,0.40238,0.43124,0.05772,0.02886,0.06282,0.00509,0.00509
"4472",10406.876,0.15306,0.58455,0.01166,0.03207,0.13411,0.01166,0.01603
"4472",10539.74,0.10925,0.55013,0.02956,0.02057,0.20308,0.01928,0.009
"4472",10681.897,0.1273,0.53412,0.0105,0.0105,0.25591,0.0105,0.00656
"4472",10842.616,0.06901,0.61299,0.02977,0.02706,0.2138,0.00677,0.01488
"4472",11189.141,0.02306,0.40905,0.01281,0.01623,0.49787,0.00769,0.01623
"4472",11405.373,0.0479,0.5509,0.02994,0.06587,0.0479,0.01198,0.22156
"4539",7.58,0.32022,0.37856,0.08955,0.02985,0.06513,0.03121,0.01357
"4539",53.446,0.59642,0.12133,0.19029,0.01277,0.02682,0.02554,0.00894
"4539",94.147,0.29375,0.49688,0.05937,0.05156,0.02188,0.05625,0.01719
"4539",131.055,0.47733,0.19647,0.20781,0.03149,0.03023,0.03275,0.01763
"4539",167.195,0.45622,0.27035,0.14286,0.02458,0.01075,0.02919,0.0553
"4539",202.139,0.24428,0.11956,0.56384,0.01033,0.01402,0.02804,0.0155
"4539",236.838,0.40988,0.28037,0.18291,0.0267,0.01869,0.04673,0.02136
"4539",273.552,0.5089,0.23591,0.11721,0.01632,0.02819,0.03264,0.04303
"4539",312.797,0.53342,0.17599,0.16235,0.03274,0.04638,0.01637,0.01364
"4539",412.69,0.30713,0.40786,0.16339,0.01351,0.0602,0.00614,0.00614
"4539",718.277,0.34756,0.33659,0.23171,0.01829,0.02073,0.0061,0.01585
"4539",983.98,0.57038,0.27566,0.11144,0.00293,0.01466,0.00293,0.01173
"4539",1217.781,0.36039,0.32325,0.08941,0.00825,0.05365,0.00275,0.00413
"4539",1438.052,0.32553,0.25864,0.33779,0.00223,0.05128,0,0.00669
"4539",1639.423,0.61452,0.24839,0.09516,0,0.03065,0.00323,0.00645
"4539",1838.201,0.5105,0.32472,0.10178,0.00969,0.01777,0,0.00646
"4539",2038.947,0.48814,0.31525,0.11525,0.00847,0.02881,0.00508,0.01695
"4539",2242.662,0.42184,0.31839,0.20115,0.00575,0.02184,0.0023,0.01724
"4539",2448.265,0.56838,0.31261,0.09414,0,0.00533,0.0071,0.01066
"4539",2654.258,0.48547,0.2718,0.19913,0.00291,0.01163,0.00145,0.02616
"4539",2867.916,0.48915,0.38564,0.09683,0,0.00835,0.00334,0.01336
"4539",3095.797,0.31388,0.54515,0.08811,0.00551,0.01101,0.0011,0.01322
"4539",3375.418,0.31495,0.59431,0.05872,0.00178,0.01246,0.00356,0.00712
"4539",3760.062,0.14925,0.62822,0.1981,0.00271,0.0095,0.00271,0.00407
"4539",4052.16,0.26401,0.59132,0.11392,0.00181,0.00723,0.00181,0.00723
"4539",4292.74,0.18049,0.30795,0.38579,0.00338,0.01805,0.00056,0.00451
"4539",4517.736,0.2068,0.62465,0.13031,0,0.02266,0.00142,0.00142
"4539",4740.742,0.25289,0.51476,0.18357,0.00128,0.0154,0.00257,0.0077
"4539",4966.903,0.27031,0.62038,0.07829,0.00295,0.01034,0.00148,0.00739
"4539",5204.667,0.09623,0.16693,0.51621,0.00053,0.0101,0.00106,0.00053
"4539",5462.072,0.17978,0.71108,0.07223,0.00482,0.00642,0,0.00803
"4539",5784.797,0.16062,0.39714,0.35974,0,0.0121,0,0.0055
"4539",6093.925,0.16288,0.68224,0.09613,0.00534,0.0227,0,0.01068
"4539",6321.174,0.15652,0.41988,0.31553,0.00994,0.07702,0.00373,0.00497
"4539",6515.202,0.24655,0.51608,0.11179,0.00919,0.08576,0,0.00766
"4539",6694.493,0.14,0.40778,0.36444,0.00556,0.06444,0,0.00222
"4539",6866.744,0.17021,0.59929,0.1578,0.01064,0.03546,0.00177,0.01596
"4539",7035.381,0.18593,0.69012,0.09045,0.00503,0.01843,0,0.00168
"4539",7193.418,0.12211,0.68647,0.11551,0.01485,0.03135,0.00495,0.00165
"4539",7355.5,0.10337,0.7,0.12921,0.02135,0.0236,0.00337,0.00112
"4539",7515.147,0.13097,0.58706,0.2188,0.02465,0.02465,0.00462,0.00154
"4539",7674.541,0.07781,0.73344,0.13576,0.01159,0.03146,0,0
"4539",7836.728,0.21713,0.53767,0.18464,0.00443,0.03545,0.00148,0.00443
"4539",8001.264,0.16612,0.60691,0.12007,0.01645,0.03947,0.00329,0.00493
"4539",8172.013,0.1912,0.58545,0.15736,0.01861,0.01523,0.00677,0.00169
"4539",8356.478,0.122,0.30869,0.46765,0.03142,0.04067,0,0.01294
"4539",8562.751,0.26145,0.37075,0.17725,0.03397,0.12112,0.00591,0.00591
"4539",8813.168,0.31279,0.29651,0.1814,0.01395,0.16628,0.00465,0.00581
"4539",9179.531,0.10607,0.33092,0.01541,0.02629,0.47688,0.00544,0.01632
"4539",9416.136,0.11201,0.29464,0.01948,0.05357,0.35227,0.01055,0.01299
"4539",9598.033,0.08968,0.27117,0.01708,0.02633,0.46406,0.00854,0.01637
"19906",-34.032,0.71735,0.20962,0.03436,0.01718,0.00601,0,0.01375
"19906",184.893,0.66806,0.23603,0.02669,0.02502,0.00751,0.0025,0.03253
"19906",346.157,0.62014,0.2765,0.05035,0.02032,0.01237,0.00088,0.01943
"19906",485.019,0.62267,0.29019,0.03469,0.01607,0.00761,0.00169,0.02538
"19906",613.21,0.56352,0.32492,0.06189,0.01954,0.0114,0.00326,0.01384
"19906",730.454,0.586,0.32462,0.04553,0.01349,0.01433,0.00084,0.01265
"19906",844.965,0.54756,0.328,0.06844,0.02489,0.01511,0.00089,0.01422
"19906",962.249,0.51009,0.36804,0.07667,0.02098,0.00969,0.00242,0.0113
"19906",1076.979,0.57358,0.30762,0.08245,0.01241,0.0133,0,0.00887
"19906",1188.588,0.54283,0.35708,0.0687,0.01103,0.01103,0.00085,0.00594
"19906",1301.802,0.54267,0.37448,0.05717,0.00829,0.00414,0.00083,0.00994
"19906",1415.115,0.55216,0.36151,0.06025,0.01169,0.00719,9e-04,0.0045
"19906",1526.566,0.63636,0.3007,0.04507,0.00311,0.0101,0,0.00466
"19906",1583.114,0.58621,0.31527,0.06158,0.01724,0.00821,0.00082,0.01067
"19906",1637.937,0.58669,0.33975,0.04378,0.01226,0.00788,0.00088,0.00876
"19906",1692.471,0.53811,0.37043,0.06707,0.00991,0.00991,0,0.00381
"19906",1748.759,0.59669,0.34408,0.04007,0.00697,0.00261,0.00348,0.00523
"19906",1803.235,0.55272,0.33128,0.07996,0.01054,0.00791,0.00088,0.01582
"19906",1913.072,0.56103,0.33549,0.06791,0.01051,0.01213,0,0.01051
"19906",2028.242,0.68395,0.2456,0.05382,0.00587,0.00391,0,0.00587
"19906",2148.717,0.58315,0.34904,0.04568,0.00857,0.00642,0,0.00571
"19906",2284.771,0.51551,0.39899,0.05113,0.01341,0.01174,0,0.00922
"19906",2439.902,0.5322,0.39278,0.04954,0.00991,0.00778,0.00071,0.00637
"19906",2667.516,0.53001,0.3795,0.06925,0.00831,0.00462,0,0.00739
"19906",2817.381,0.53102,0.368,0.06813,0.00912,0.00852,0.00061,0.0146
"19906",2912.985,0.52442,0.39724,0.04885,0.00553,0.01014,0,0.01198
"19906",2999.618,0.5431,0.3652,0.0627,0.0094,0.00549,0.00078,0.01254
"19906",3078.309,0.51712,0.39189,0.05946,0.00991,0.0045,9e-04,0.01532
"19906",3153.79,0.4866,0.41659,0.06482,0.00951,0.01037,0.00086,0.01124
"19906",3228.431,0.51236,0.40921,0.05286,0.01279,0.00512,0.00085,0.00512
"19906",3303.669,0.49651,0.40574,0.07215,0.00776,0.00621,0.00155,0.00853
"19906",3382.592,0.52999,0.38455,0.06081,0.0074,0.00411,0.00082,0.0115
"19906",3466.081,0.5134,0.38548,0.07865,0.01037,0.00259,0.00259,0.00691
"19906",3561.178,0.53237,0.3696,0.07374,0.01079,0.0045,0,0.00809
"19906",3683.913,0.51526,0.39146,0.06277,0.00959,0.01133,0.00174,0.00697
"19906",3711.265,0.49707,0.41324,0.05951,0.01509,0.00671,0,0.00838
"19906",3722.985,0.55452,0.3694,0.05241,0.01183,0.00507,0,0.00592
"19906",3733.72,0.54407,0.36017,0.07966,0.00678,0.00339,0,0.00593
"19906",3744.038,0.53815,0.37818,0.05989,0.00574,0.00902,0.00164,0.00492
"19906",3754.163,0.58349,0.34453,0.0547,0.0048,0.00288,0.00096,0.00768
"19906",3763.801,0.58141,0.34654,0.05115,0.00576,0.0036,0.00144,0.00865
"19906",3773.605,0.54257,0.38134,0.05978,0.00634,0.00272,0.00091,0.00543
"19906",3783.191,0.54771,0.36606,0.06606,0.00642,0.0055,0.00183,0.0055
"19906",3792.995,0.5013,0.40449,0.07087,0.00259,0.01124,0.00086,0.00864
"19906",3803.561,0.52709,0.39209,0.06019,0.00774,0.00344,0.00172,0.00774
"19906",3814.803,0.54545,0.36797,0.06494,0.00606,0.00693,0,0.00693
"19906",3827.816,0.57852,0.34747,0.04874,0.00812,0.00632,9e-04,0.00903
"19906",3889.91,0.6415,0.30425,0.03739,0.00513,0.00293,0.00073,0.0066
"19906",3941.088,0.54925,0.36735,0.06034,0.0071,0.00621,0,0.00887
"19906",3963.664,0.52838,0.38428,0.06376,0.00961,0.00437,0.00175,0.00611
"19906",4004.449,0.59598,0.33253,0.04819,0.01044,0.00884,0,0.00321
"19906",4024.256,0.63117,0.27965,0.0632,0.00693,0.00693,0,0.00866
"19906",4064.843,0.5854,0.34015,0.05839,0.00511,0.00219,0.00073,0.0073
"19906",4105.183,0.57715,0.32611,0.0809,0.0025,0.005,0,0.00834
"19906",4146.349,0.61986,0.2988,0.06507,0.00342,0.00599,0.00257,0.00428
"19906",4192.914,0.55723,0.36486,0.06677,0,0.00477,0.00159,0.00477
"19906",4254.489,0.59859,0.33163,0.05762,0.00256,0.00192,0.00064,0.00512
"19906",4481.367,0.61977,0.29475,0.06857,0.00178,0.00801,0,0.00623
"19906",4644.893,0.475,0.44355,0.06613,0.00726,0.00081,0.00081,0.00484
"19906",4790.425,0.51573,0.4106,0.05712,0.00331,0.00579,0,0.00579
"19906",4932.961,0.51973,0.39456,0.07279,0.00204,0.00408,0,0.00612
"19906",5071.541,0.54839,0.38145,0.05323,0.00726,0.00323,0.00161,0.00323
"19906",5215.943,0.54636,0.37091,0.06545,0.00364,0.00455,0,0.00455
"19906",5372.39,0.49235,0.44168,0.05067,0.00478,0.00382,0,0.00191
"19906",5564.17,0.48148,0.44378,0.0582,0.00463,0.00661,0,0.00265
"19906",5981.815,0.50754,0.40728,0.06477,0.00355,0.00799,0.00266,0.00532
"19906",6313.377,0.4584,0.46493,0.06688,0.00082,0.00408,0,0.00163
"19906",6582.935,0.45918,0.48343,0.05012,0.00162,0.00323,0,0.00162
"19906",6834.22,0.47462,0.44506,0.06748,0.00335,0.00446,0,0.00167
"19906",7086.604,0.44591,0.46602,0.08391,0.00139,0,0,0.00208
"19906",7332.25,0.47034,0.41744,0.10222,0.00214,0.00071,0.00071,0.00286
"19906",7578.663,0.44851,0.4379,0.10403,0.00106,0.00318,0.00053,0.00053
"19906",7830.087,0.38617,0.48605,0.11565,0.00485,0.00202,4e-04,0.00283
"19906",8078.59,0.47791,0.39448,0.10307,0.00675,0.00245,0.00061,0.00184
"19906",8213.352,0.5107,0.37166,0.10428,0.00201,0.00602,0,0.00134
"19906",8759.799,0.63858,0.28203,0.04109,0.00766,0.01741,7e-04,0.00487
"19906",9151.893,0.59957,0.24227,0.02157,0.00503,0.00791,0.00072,0.00288
"19906",9434.842,0.49905,0.18095,0.01587,0.01143,0.01079,0.00127,0.00317
"19909",-47.196,0.63928,0.236,0.03883,0.06273,0.00747,0.00149,0.00896
"19909",45.605,0.50107,0.19728,0.1015,0.13081,0.01787,0.00572,0.03217
"19909",83.449,0.56386,0.17707,0.10305,0.06023,0.01306,0.00653,0.06386
"19909",212.058,0.57686,0.18204,0.16586,0.03236,0.01214,0.00405,0.01942
"19909",243.15,0.51003,0.20739,0.11153,0.08647,0.01504,0.01003,0.04762
"19909",331.861,0.49692,0.25359,0.13465,0.03759,0.01299,0.0082,0.04853
"19909",388.761,0.59463,0.21284,0.09299,0.03602,0.01244,0.00851,0.03209
"19909",445.607,0.663,0.24103,0.06081,0.00952,0.0044,0.00586,0.00366
"19909",564.4,0.61994,0.24063,0.09445,0.01049,0.006,0.0015,0.01199
"19909",682.338,0.60432,0.24604,0.08777,0.02014,0.01079,0.0036,0.01942
"19909",803.301,0.6245,0.25701,0.04243,0.01281,0.01361,0.0032,0.03363
"19909",927.278,0.70598,0.20066,0.07125,0.00164,0.00328,0,0.00491
"19909",1083.418,0.63187,0.3228,0.02266,0.00206,0.00549,0.00137,0.00412
"19909",1278.672,0.55936,0.30757,0.10837,0.00637,0.00319,0.00239,0.00637
"19909",1400.312,0.61792,0.27437,0.08412,0.00314,0.00943,0.00079,0.0055
"19909",1510.101,0.67943,0.23348,0.07057,0,0.00826,0,0.003
"19909",1622.521,0.63523,0.25859,0.07808,0.00625,0.00562,0.00187,0.00812
"19909",1733.229,0.64871,0.25322,0.08119,0.00322,0.00643,8e-04,0.00402
"19909",1845.313,0.62401,0.29841,0.063,0.00066,0.00464,0.00199,0.00066
"19909",1956.178,0.53039,0.38884,0.07077,0.0025,0.00167,0,0.00083
"19909",2067.583,0.61898,0.27259,0.08735,0.00377,0.00602,0.00075,0.00377
"19909",2179.185,0.49405,0.41733,0.08069,0,0.00331,0,0.00132
"19909",2300.646,0.55205,0.35463,0.07251,0,0.00359,0.00215,0.00359
"19909",2404.779,0.47841,0.39136,0.09801,0.0048,0.0048,0.00274,0.00617
"19909",2442.389,0.59392,0.33044,0.05704,0.00186,0.00124,0.00062,0.00248
"19909",2544.304,0.55079,0.35837,0.0701,0.00358,0.00143,0,0.00644
"19909",2602.884,0.5674,0.35188,0.05721,0.00313,0.00392,0.00157,0
"19909",2649.56,0.53549,0.38889,0.0571,0.00154,0.00231,0.00077,0.00617
"19909",2692.893,0.47111,0.44833,0.06103,0.00163,0.0057,0.00081,0.00407
"19909",2734.837,0.46354,0.42708,0.08529,0.00391,0.00326,0,0.00586
"19909",2773.36,0.47832,0.44159,0.05731,0.00441,0.00514,0.00147,0.00514
"19909",2813.109,0.43546,0.486,0.06454,0.00156,0.00311,0,0.00467
"19909",2852.637,0.3546,0.53687,0.09031,0,0.0058,0,0.00331
"19909",2873.63,0.35833,0.55556,0.06736,0.00278,0.00347,0.00139,0.00417
"19909",2893.837,0.42367,0.47845,0.07962,0.00073,0.00438,0,0.00438
"19909",2932.899,0.48316,0.40248,0.10018,0.00089,0.00177,0.00177,0.00177
"19909",2971.359,0.40329,0.49569,0.07987,0.00235,0.00548,0.00078,0.00392
"19909",3010.707,0.47961,0.43741,0.06821,0.00141,0.00281,7e-04,0.00352
"19909",3047.698,0.5514,0.3583,0.07342,0.00073,0.00367,0,0.00587
"19909",3085.142,0.4419,0.47668,0.06361,0,0.00424,0.00254,0.0017
"19909",3124.924,0.37129,0.52493,0.06402,0.00472,0.00472,0,0.01213
"19909",3146.074,0.48039,0.43487,0.06583,0.0021,0.0049,0.0028,0.0042
"19909",3165.789,0.46519,0.44541,0.06804,0.00237,0.00396,0.00079,0.00554
"19909",3204.175,0.4977,0.4242,0.0559,0.00306,0.00383,0.00153,0.00613
"19909",3243.037,0.41962,0.4566,0.09509,0.00377,0.00528,0.00151,0.00528
"19909",3262.408,0.437,0.48592,0.05764,0.00067,0.00536,0.00067,0.00737
"19909",3282.335,0.39006,0.53916,0.05422,0.00377,0.00452,0.00075,0.00151
"19909",3323.339,0.37897,0.54009,0.05749,0.0053,0.00378,0,0.00454
"19909",3367.56,0.3011,0.62757,0.05281,0.00274,0.0048,0,0.00274
"19909",3412.739,0.47638,0.4315,0.07165,0.00472,0.0063,0,0
"19909",3463.065,0.44155,0.48521,0.05704,0.00563,0.00352,7e-04,0.00141
"19909",3556.363,0.43535,0.47218,0.07692,0.00245,0.00327,0.00164,0.00245
"19909",3722.134,0.33162,0.59574,0.05649,0.0022,0.00367,0.00147,0.0022
"19909",3849.433,0.31539,0.55194,0.11327,0.0025,0.00563,0,0.00313
"19909",3971.636,0.42241,0.47161,0.08857,0.00379,0.00379,0.00076,0.00303
"19909",4091.582,0.34861,0.57851,0.05935,0.0015,0.00301,0,0.00301
"19909",4211.573,0.37905,0.5224,0.08132,0.00069,0.0062,0.00138,0.00207
"19909",4330.734,0.34049,0.57549,0.06254,0.00632,0.00569,0.00126,0.0019
"19909",4444.476,0.34757,0.55007,0.07143,0.0081,0.00515,0,0.00663
"19909",4553.571,0.4241,0.51004,0.04819,8e-04,0.00884,8e-04,0.00482
"19909",4669.84,0.39302,0.52636,0.06124,0.00465,0.00465,0.00078,0.00155
"19909",4783.708,0.2933,0.61206,0.07416,0.00498,0.00166,0.00055,0.00055
"19909",4888.596,0.42058,0.46202,0.09876,0.00276,0.00345,0.00069,0.00138
"19909",4940.199,0.3734,0.52749,0.07673,0.00384,0.00448,0.00064,0.00256
"19909",4994.918,0.32759,0.60591,0.05583,0.00164,0.00246,0,0.00246
"19909",5050.779,0.29798,0.58409,0.09421,0.00209,0.00698,0,0.00419
"19909",5104.331,0.39828,0.48433,0.09219,0.00369,0.00676,0.00184,0.00369
"19909",5132.109,0.31789,0.55666,0.10478,0.00143,0.00285,0.00071,0.00356
"19909",5160.984,0.33741,0.5241,0.11881,0.00204,0.00611,0.00068,0.00204
"19909",5216.314,0.3,0.60186,0.07578,0.00435,0.00559,0,0.00621
"19909",5273.992,0.35887,0.54043,0.07518,0.00284,0.00355,0.00213,0.00284
"19909",5331.683,0.21917,0.68351,0.08618,0.00223,0.00149,0.00297,0.00223
"19909",5446.242,0.29882,0.60859,0.06229,0.00421,0.00673,0.00084,0.00253
"19909",5505.733,0.33891,0.53278,0.09554,0.00279,0.00697,0.00418,0.00139
"19909",5563.464,0.4018,0.46058,0.11895,0.00207,0.00207,0,0.00346
"19909",5620.507,0.36546,0.50408,0.10007,0.00222,0.00815,0.00074,0.00297
"19909",5682.049,0.28882,0.577,0.11182,0.00383,0,0,0.00319
"19909",5807.354,0.24727,0.62295,0.10997,0.00342,0.0041,0.00068,0.00205
"19909",5955.77,0.28217,0.61071,0.07754,0.0056,0.0048,0.0024,8e-04
"19909",6175.61,0.25326,0.66064,0.06223,0.00145,0.00507,0.00072,0.00289
"19909",6313.091,0.24573,0.6372,0.10366,0.00305,0.00244,0.00061,0.00061
"19909",6439.621,0.26015,0.6314,0.09248,0.00133,0.00333,0.00067,0.00133
"19909",6560.289,0.31681,0.5208,0.1396,0.00513,0.0057,0,0.00171
"19909",6680.252,0.18188,0.64602,0.15906,0.00196,0.00326,0,0
